"","location","PIWO_count","age","decid","deadwood"
"169","586-NW",0,58.9455556233724,89.5724456787109,9.5551110903422
"170","587-NW",0,75.3152941535501,58.3900001785334,10.2656862595502
"171","588-NW",0,78.1899993896484,72.9862232844035,10.5566666285197
"172","589-NW",4,68.0318756103516,16.5270835012197,15.2637500762939
"173","590-SE",0,74.5739987691243,14.1026664415995,21.7677775700887
"174","592-SE",0,75.4043750762939,27.7483334541321,12.8499997779727
"175","593-NW",0,69.0274999141693,19.0912499427795,13.1818748861551
"176","594-NW",0,65.1835291245404,27.5345094624688,11.970195868436
"177","595-NW",0,70.9747922420502,47.6314582014456,12.6993749886751
"178","599-NW",0,95.0081253051758,10.4685415457934,8.43208337575197
"179","600-NW",4,82.9231240749359,37.7483333088458,15.5162499845028
"180","601-NW",1,67.4197771708171,12.0295555690924,21.0797779719035
"181","603-NW",0,30.5377079248428,2.81791669130325,9.25375019013882
"182","604-NW",0,63.1041653156281,14.8656248748302,20.4975003004074
"183","608-NW",0,70.47111231486,7.4959999481837,17.1564442475637
"184","619-NW",0,93.1437501907349,36.5945835709572,13.3829166293144
"185","621-NW",0,81.9115683611702,44.0174514546114,16.7023529725916
"186","622-SE",0,64.1029164791107,81.776042342186,8.3297917842865
"187","623-SE",0,76.571249961853,76.7414577007294,12.1793748438358
"188","624-SE",1,53.4588093076433,31.4392853123801,10.3692858080779
"189","625-NW",0,81.7552080154419,44.6645836234093,11.4718748629093
"190","627-NW",0,74.8210413455963,26.2214585021138,17.4333334863186
"191","632-NW",0,79.9091672897339,53.5060407519341,8.52145828306675
"192","634-NW",0,56.3043132108801,18.3442152247709,10.1235292536371
"193","635-NW",0,39.1031253635883,1.99020832590759,13.0037500783801
"194","636-NW",0,69.0537770589193,16.7075553735097,8.84777783552806
"195","653-NW",2,77.2008333206177,33.8716667294502,13.8199999034405
"196","663-NW",0,67.6435549418132,5.71622231329481,19.1917779405912
"197","664-NW",1,88.2931354747099,34.4103922703687,9.27470604812398
"198","666-NW",0,65.0307864020853,11.2325489970253,13.7378434012918
"199","668-NW",0,60.4674525541418,87.320587606991,4.53666658962474
"200","691-NW",0,82.6114592552185,6.3187501123175,9.37645828723907
"201","692-NW",0,87.4862499237061,22.2391665531322,9.0372918099165
"202","693-NW",0,94.7231256961823,23.2558336108923,6.82270838133991
"203","722-NW",6,106.243111165365,0.550444440046946,4.62955554326375
"204","723-NW",7,57.5298051273122,22.9888239467845,12.1815687067368
"205","753-NW",0,58.8114576339722,85.9456243515015,11.4724999666214
"206","754-NW",2,74.6566669940948,81.3989585638046,14.6406248211861
"207","755-NW",4,71.5681247711182,80.0837485790253,11.6718748807907
"208","768-SE",0,76.0057777404785,8.93688879013061,37.4726668039958
"209","769-SE",0,70.6937789916992,63.9642196655273,6.40422218640645
"210","782-SE",0,66.8997782389323,63.3415557225545,10.7940000216166
"211","792-NW",0,65.5408335924149,11.4141667515505,16.8487499654293
"212","793-NW",0,72.5118746757507,64.3333330303431,10.3416666835546
"213","799-SE",0,74.5954172611237,64.1022906303406,9.07541653513908
"214","816-SE",0,53.5154173374176,55.8418747186661,11.8154165148735
"215","826-NW",3,77.9649023168227,73.247647004969,13.0435293983011
"216","827-NW",2,69.5372912883759,21.9091662466526,6.75541660189629
"217","848-SE",0,51.2146671295166,97.9657786051432,9.12111112276713
"218","939-SE",0,69.7033336162567,65.5020830631256,13.3714581727982
"219","940-SE",3,81.406000773112,39.8833334604899,11.2088889122009
